Zpid,BuildingType,CalendarYear built,HeatingHeating,SnowflakeCooling,ParkingParking,HOAHOA,Price Square FeetPrice/sqft,Bedrooms,Bathrooms,Full bathrooms,Features,Flooring,Heating features,Cooling features,Laundry features,Interior features,Total structure area,Total interior livable area,Total number of fireplaces,Fireplace features,Total spaces,Parking features,Garage spaces,Covered spaces,Levels,Stories,Pool features,Exterior features,Lot features,Special conditions,Home type,Architectural style,Property subType,Construction materials,Roof,Property condition,New construction,Year built,Electric information,Water information,Region,Subdivision,HOA fee,Amenities included,Services included,Association name,Association phone,Price Range,Listing Terms,Appliances included,Patio and porch details,Sewer information,Security features,Window features,Accessibility features,View description,Builder name,Entry location
18554179,Condominium,1964,"Forced Air, Natural Gas",Central Air,Carport,$909 monthly,$476,2,1,1," Counter - Stone, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Microwave, Refrigerator, Self-Cleaning Oven, Updated Kitchen"," Tile, Carpet"," Forced Air, Natural Gas",Central Air," Dryer, Washer"," Stone Counters, Updated Kitchen, Dining Area"," 1,081"," 1,081 sqft",0,None,," Carport, Guest",,," One Story,One",1,Community,,Close to Clubhouse,Standard,Condo,Contemporary,Condominium,Stucco,Composition Shingles,Existing,No,1964,Other Solar,Public,Walnut Creek,ROSSMOOR,$909 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Tennis Court(s), Other, Activities Available, BBQ Area, Cable TV, Close to Golf Course"," Cable TV, Common Area Maint, Common Heating, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Other, Maintenance Grounds, Organized Activities",2ND WALNUT CREEK MUT.,925-988-7700,$515K - $515K," Cash,Conventional,Call Listing Agent"," Dryer, Washer, Gas Water Heater, Dishwasher, Electric Range, Disposal, Microwave, Refrigerator, Self Cleaning Oven",Patio,Public Sewer,,,,,," Ground Floor Location,No Steps to Entry"
18387991,Condominium,1979,Forced Air,Central Air,Carport,$225 monthly,$534,1,1,1," 220 Volt Outlet, Breakfast Bar, Counter - Solid Surface, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Microwave, Range/Oven Built-in, Refrigerator",Vinyl,Forced Air,Central Air," In Unit, Stacked Only"," Breakfast Bar, Counter - Solid Surface, No Additional Rooms, Conversion",708,708 sqft,0,None,,Carport,,," One Story,One",1,Community,,No Lot,Standard,Condo,Other,Condominium,Wood Shingles,Unknown,Existing,No,1979," No Solar, 220 Volts in Kitchen",Public,Walnut Creek,HONEY TRAIL COND,$225 monthly,Greenbelt," Common Area Maint, Common Heating, Common Hot Water, Exterior Maintenance, Hazard Insurance, Management Fee, Trash, Maintenance Grounds",HONEY TRAIL HOA,925-937-4378,$378K - $378K," Cash,Conventional"," Gas Water Heater, Dishwasher, Electric Range, Disposal, Microwave, Range, Refrigerator",Enclosed,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",Window Coverings,,,," Ground Floor Location,No Steps to Entry"
18382555,Detached,1972,Forced Air,"Ceiling Fan(s), Central Air",2 Attached Garage spaces,$451 monthly,$482,3,3,2," Breakfast Nook, Counter - Stone, Dishwasher, Eat In Kitchen, Electric Range/Cooktop, Garbage Disposal, Microwave, Oven Built-in, Pantry, Refrigerator, Updated Kitchen"," Tile, Carpet, Wood",Forced Air," Ceiling Fan(s), Central Air",Laundry Room," Breakfast Nook, Stone Counters, Eat-in Kitchen, Pantry, Updated Kitchen, Den"," 2,070"," 2,070 sqft",1," Gas, Living Room",2," Garage Door Opener, Attached",2,2,Three or More Stories,3,Community," Back Yard, Sprinklers Automatic, Terraced Back, Landscape Back"," Adj To/On Golf Course, Landscape Back",Standard,SingleFamily,Contemporary,Detached," Brick, Wood Siding",Composition Shingles,Existing,No,1972,No Solar,Public,Walnut Creek,HEATHER FARMS,$451 monthly," Clubhouse, Greenbelt, Pool, Tennis Court(s), Close to Golf Course"," Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Maintenance Grounds",HEATHER FARMS HOA,925-945-1501,$998K - $998K," Cash,Conventional"," Dryer, Washer, Gas Water Heater, Dishwasher, Electric Range, Disposal, Microwave, Oven, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Double Strapped Water Heater, Security System Leased, Smoke Detector(s)"," Screens, Window Coverings",,Golf Course,,
2101952222,Condominium,1983,Forced Air,Central Air,Space Per Unit - 1,$488 monthly,$599,2,2,1," Counter - Tile, Dishwasher, Electric Range/Cooktop, Microwave, Refrigerator"," Laminate, Tile",Forced Air,Central Air," Dryer, Laundry Closet, Washer"," Tile Counters, Dining Area, Storage"," 1,166"," 1,166 sqft",1,Wood Burning,,Space Per Unit - 1,,,Two Story,2,Community," Back Yard, Front Yard, Side Yard, Sprinklers Automatic, Sprinklers Back, Sprinklers Side, Storage, Garden, Landscape Back, Private Entrance, Backyard",Level,Standard,Condo,Contemporary,Condominium,Wood,Unknown,Existing,No,1983,No Solar,Public,Walnut Creek,WALDEN PARK,$488 monthly,Pool," Common Area Maint, Exterior Maintenance, Reserves, Trash, Water/Sewer",NOT LISTED,925-426-1508,$699K - $699K," Cash,Conventional"," Dryer, Washer, Dishwasher, Electric Range, Microwave, Refrigerator"," Deck, Patio, Enclosed",Public Sewer,,Window Coverings,,,,
18410077,Condominium,1972,Forced Air,"Ceiling Fan(s), Central Air",1 Covered Parking space,$574 monthly,$480,1,1,1," 220 Volt Outlet, Counter - Solid Surface, Dishwasher, Garbage Disposal, Range/Oven Free Standing, Refrigerator, Updated Kitchen",Laminate,Forced Air," Ceiling Fan(s), Central Air",Laundry Room," Counter - Solid Surface, Updated Kitchen, No Additional Rooms",746,746 sqft,0,None,1,Covered,1,1,Three or More Stories,3,In Ground,,See Remarks,Standard,Condo,See Remarks,Condominium,Stucco,See Remarks,Existing,No,1972," No Solar, 220 Volts in Kitchen",Water District,Walnut Creek,KEYS CONDOS,$574 monthly," Clubhouse, Greenbelt, Fitness Center, Pool, Sauna, Tennis Court(s), BBQ Area, Car Wash Area, Close to Golf Course, Game Court Exterior, Game Room, Guest Parking, Laundry, Picnic Area, Putting Green(s), Recreation Facilities, Trail(s)"," Common Area Maint, Exterior Maintenance, Management Fee, Reserves, Trash, Water/Sewer, Insurance, Maintenance Grounds",THE KEYS HOA,925-947-0401,$357.9K - $357.9K," CalHFA,Cash,Conventional,FHA,VA Loan,CalVet"," Dishwasher, Disposal, Free-Standing Range, Refrigerator",Covered,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)",Window Coverings,,,,No Steps to Entry
18556214,Condominium,1967,Forced Air,Central Air,Carport,$909 monthly,$367,2,2,2," Dishwasher, Range/Oven Built-in, Refrigerator, Updated Kitchen"," Vinyl, Carpet",Forced Air,Central Air,Laundry Closet," Updated Kitchen, Dining Area"," 1,157"," 1,157 sqft",0,None,," Carport, Guest",,," One Story,One",1,Community,,No Lot,Standard,Condo,Contemporary,Condominium,Wood Siding,Unknown,Existing,No,1967,Solar Unknown,Public,Walnut Creek,ROSSMOOR,$909 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other"," Cable TV, Common Area Maint, Exterior Maintenance, Security/Gate Fee, Trash, Water/Sewer, Other",2ND WALNUT CREEK MUT.,925-988-7700,$425K - $425K," Cash,Other"," Dishwasher, Range, Refrigerator",Deck,Public Sewer,,,,Park,,
2076392696,Condominium,1974,Forced Air,Central Air,1 Garage space,$959 monthly,$516,2,2,2," Counter - Stone, Dishwasher, Eat In Kitchen, Electric Range/Cooktop, Garbage Disposal, Ice Maker Hookup, Microwave, Refrigerator, Updated Kitchen",Carpet,Forced Air,Central Air," Dryer, Laundry Room, Washer"," Stone Counters, Eat-in Kitchen, Updated Kitchen, Den, Dining Area"," 1,546"," 1,546 sqft",1," Brick, Living Room, Wood Burning",1," Detached, Guest",1,1," One Story,One",1,Community,,No Lot,Standard,Condo,Contemporary,Condominium,Wood Siding,Unknown,Existing,No,1974,Solar Unknown,Public,Walnut Creek,ROSSMOOR,$959 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other"," Cable TV, Common Area Maint, Exterior Maintenance, Security/Gate Fee, Trash, Water/Sewer, Other",3RD WALNUT CREEK MUT,925-988-7700,$798K - $798K," Cash,Conventional"," Dryer, Washer, Dishwasher, Electric Range, Disposal, Plumbed For Ice Maker, Microwave, Refrigerator",Enclosed,Public Sewer,,,," Hills, Panoramic, Park",,
18408393,Detached,1976,Zoned,Zoned,2 Attached Garage spaces,,$745,4,4,4," Counter - Stone, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Microwave, Pantry, Range/Oven Built-in, Refrigerator, Updated Kitchen",Hardwood Flrs Throughout,Zoned,Zoned," Hookups Only, In Garage"," Stone Counters, Pantry, Updated Kitchen, Dining Area, Family Room"," 2,456"," 2,456 sqft",1," Dining Room, Wood Burning",2," Garage Door Opener, Attached, Off Street",2,2,Two Story,2,None," Back Yard, Front Yard, Side Yard, Sprinklers Automatic, Backyard"," Level, Premium Lot, Front Yard",Standard,SingleFamily,Cape Cod,Detached,Wood Siding," Tile,Cement",Existing,No,1976,No Solar," Public, Well",Walnut Creek,WALNUT CREEK,,,,,,$1.8M - $1.8M," Cash,Conventional"," Gas Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Range, Refrigerator",Patio,Public Sewer,,Window Coverings,None," Hills, Mt Diablo",,
18380098,Detached,1960,"Hot Water, Fireplace Insert",Wall/Window Unit(s),2 Attached Garage spaces,,$688,4,2,2," Breakfast Bar, Counter - Solid Surface, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Refrigerator"," Concrete, Tile, Carpet, Other"," Hot Water, Fireplace Insert",Wall/Window Unit(s)," Dryer, Washer, In Unit, Cabinets"," Breakfast Bar, Counter - Solid Surface, Atrium"," 1,742"," 1,742 sqft",1," Brick, Living Room, Raised Hearth, Wood Burning, Wood Stove Insert",2," Attached, Int Access From Garage, Garage Faces Front",2,2,One Story,1,None," Back Yard, Front Yard, Side Yard, Yard Space"," Court, Level, Premium Lot",Standard,SingleFamily,Mid Century Modern,Detached,Wood Siding,Other,Existing,No,1960,No Solar,Public,Walnut Creek,RANCHO SAN MIGUE,,,,,,$1.2M - $1.2M," Cash,Conventional,FHA"," Dryer, Washer, Dishwasher, Electric Range, Disposal, Refrigerator",,Public Sewer,,,,None,,
18388043,Condominium,1983,Forced Air,Central Air,Carport,$502 monthly,$534,2,2,1," 220 Volt Outlet, Breakfast Nook, Counter - Tile, Dishwasher, Garbage Disposal, Gas Range/Cooktop, Microwave, Refrigerator"," Laminate, Carpet",Forced Air,Central Air," Dryer, Washer"," Breakfast Nook, Tile Counters, No Additional Rooms"," 1,196"," 1,196 sqft",1," Living Room, Wood Burning",," Carport, Covered, Guest",,,Two Story,2,Community," Back Yard, Front Yard, Storage",Level,Standard,Condo,Contemporary,Condominium,Wood Shingles,Composition Shingles,Existing,No,1983," No Solar, 220 Volts in Kitchen",Public,Walnut Creek,WALNUT SQUARE,$502 monthly,Pool," Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Trash, Water/Sewer, Maintenance Grounds",NOT LISTED,825-746-0542,$639K - $639K,Call Listing Agent," Dishwasher, Disposal, Gas Range, Microwave, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Double Strapped Water Heater, Smoke Detector(s)",,," Mt Diablo, Other",,
18410275,Condominium,1972,Forced Air,Central Air,1 Garage space,$687 monthly,$366,2,2,2," Counter - Stone, Dishwasher, Garbage Disposal, Microwave, Range/Oven Free Standing, Self-Cleaning Oven"," Laminate, Tile, Carpet",Forced Air,Central Air,Community Facility," Stone Counters, Dining Area"," 1,227"," 1,227 sqft",0,None,1," Off Street, Below Building Parking",1,1,One Story,1," Community, In Ground",No Yard,No Lot,Standard,Condo,Contemporary,Condominium,Stucco,Other,Existing,No,1972,No Solar,Public,Walnut Creek,THE KEYS,$687 monthly," Clubhouse, Greenbelt, Fitness Center, Playground, Pool, Racquetball, Tennis Court(s), Other"," Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Other",THE KEYS HOA,925-947-0401,$449K - $449K," Cash,Conventional"," Dishwasher, Disposal, Microwave, Free-Standing Range, Self Cleaning Oven",,Public Sewer,,Window Coverings,,,,
18378411,Detached,1968,Forced Air,"Ceiling Fan(s), Central Air",2 Attached Garage spaces,,$752,4,3,2," Breakfast Bar, Counter - Stone, Double Oven, Eat In Kitchen, Garbage Disposal, Gas Range/Cooktop, Ice Maker Hookup, Island, Microwave, Range/Oven Free Standing, Refrigerator, Trash Compactor, Updated Kitchen"," Hardwood, Tile, Carpet",Forced Air," Ceiling Fan(s), Central Air"," Hookups Only, Laundry Room"," Breakfast Bar, Stone Counters, Eat-in Kitchen, Kitchen Island, Updated Kitchen, No Additional Rooms"," 2,192"," 2,192 sqft",1," Family Room, Gas",2," Garage Door Opener, Attached",2,2,One Story,1," In Ground, Pool Sweep, Solar Heat, Outdoor Pool"," Back Yard, Front Yard, Landscape Back, Landscape Front, Backyard"," Court, Regular, Front Yard, Landscape Back, Landscape Front, Paved",Standard,SingleFamily,Ranch,Detached,Stucco,Composition Shingles,Existing,No,1968,Other Solar,,Walnut Creek,NORTH GATE,,,,,,$1.6M - $1.6M," Cash,Conventional,FHA"," Water Filter System, Gas Water Heater, Double Oven, Disposal, Gas Range, Plumbed For Ice Maker, Microwave, Free-Standing Range, Refrigerator, Trash Compactor",Patio,Public Sewer," Carbon Monoxide Detector(s), Double Strapped Water Heater, Smoke Detector(s)"," Double Pane Windows, Window Coverings",None,,,
18405316,Detached,1962,Forced Air,Central Air,2 Attached Garage spaces,,$620,3,3,2," Counter - Tile, Dishwasher, Eat In Kitchen, Garbage Disposal, Island, Range/Oven Free Standing, Refrigerator"," Hardwood, Laminate, Carpet",Forced Air,Central Air," Dryer, Gas Dryer Hookup, In Garage, Washer"," Tile Counters, Eat-in Kitchen, Kitchen Island, Bonus/Plus Room, Workshop"," 1,719"," 1,719 sqft",1," Family Room, Wood Burning",2," Attached, Int Access From Garage, RV/Boat Parking",2,2,Two Story,2,None," Back Yard, Side Yard, Private Entrance"," Court, Premium Lot, Secluded",Standard,SingleFamily,Ranch,Detached,Wood Siding,Composition Shingles,Existing,No,1962,No Solar,Public,Walnut Creek,LARKEY PARK,,,,,,$1.1M - $1.1M," Cash,Conventional,FHA"," Gas Water Heater, Dishwasher, Disposal, Free-Standing Range, Refrigerator",Patio,Public Sewer,,Double Pane Windows,,,,
18384459,Detached,1963,Forced Air,"Ceiling Fan(s), Central Air",2 Attached Garage spaces,,$560,3,2,2," Counter - Laminate, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Range/Oven Built-in, Refrigerator"," Hardwood, Linoleum, Carpet",Forced Air," Ceiling Fan(s), Central Air"," Dryer, In Garage, Washer"," Laminate Counters, Dining Area, Family Room"," 1,767"," 1,767 sqft",1,Family Room,2," Garage Door Opener, Attached, RV Possible",2,2,One Story,1,None," Back Yard, Front Yard, Sprinklers Automatic",Regular,Standard,SingleFamily,Contemporary,Detached,Stucco,Composition Shingles,Existing,No,1963,No Solar,Public,Walnut Creek,CARRIAGE SQUARE,,,,,,$990K - $990K,Cash," Washer, Gas Water Heater, Dishwasher, Electric Range, Disposal, Range, Refrigerator",Patio,Public Sewer,Carbon Monoxide Detector(s)," Double Pane Windows, Window Coverings",,,,
18553711,Condominium,1964,Natural Gas,Central Air,Carport,$894 monthly,$331,2,1,1," Counter - Tile, Electric Range/Cooktop, Oven Built-in"," Hardwood, Linoleum, Carpet",Natural Gas,Central Air,Community Facility,Tile Counters," 1,054"," 1,054 sqft",0,None,,Carport,,,One Story,1,Community,No Yard,No Lot,Standard,Condo,Contemporary,Condominium," Stucco, Wood Siding",Unknown,Existing,No,1964,No Solar,Public District (Irrigat),Walnut Creek,ROSSMOOR,$894 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Spa/Hot Tub, Tennis Court(s), Activities Available, BBQ Area, Cable TV, Dog Park, Guest Parking, Laundry, Picnic Area, Putting Green(s), Rec Room w/Fireplace, Recreation Facilities, RV Park"," Cable TV, Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Maintenance Grounds, Organized Activities, Street",1ST WALNUT CREEK MUT,925-988-7700,$349K - $349K,Cash," Electric Range, Oven",,,,,,,,
18413733,Condominium,1981,Forced Air,Central Air,1 Garage space,$616 monthly,$625,2,2,2," Dishwasher, Garbage Disposal, Refrigerator, Other",Laminate,Forced Air,Central Air," Electric, Inside Room, Washer/Dryer Stacked Incl",Dining Area," 1,112"," 1,112 sqft",1," Gas Starter, Living Room",1," Detached, Off Street, Parking Spaces, Assigned, Space Per Unit - 1, Enclosed, Parking Lot",1,1," One Story,One",1," Community, Fenced"," Storage, No Yard, Low Maintenance",Security Gate,Standard,Condo,Other,Condominium,Wood Siding,Other,Existing,No,1981,Other Solar,Public,Walnut Creek,CARMEL OAKS,$616 monthly," Pool, Gated, Cable TV, Park"," Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Security/Gate Fee, Trash, Insurance, Maintenance Grounds",CARMEL OAKS HOA,925-828-7150,$695K - $695K," Cash,Conventional"," Dryer, Gas Water Heater, Dishwasher, Disposal, Refrigerator",Deck,Public Sewer," Secured Access, Security Gate, Smoke Detector(s)",,None,,,
18410357,Condominium,1972,Forced Air,Central Air,1 Garage space,$590 monthly,$375,2,2,2," Counter - Solid Surface, Dishwasher, Electric Range/Cooktop, Microwave, Range/Oven Free Standing, Refrigerator"," Tile, Carpet",Forced Air,Central Air,Community Facility," Counter - Solid Surface, Dining Area, Storage, Elevator"," 1,227"," 1,227 sqft",0,None,1," Carport, Below Building Parking",,1,One Story,1,Community," No Yard, Unit Faces Common Area",No Lot,Standard,Condo,Traditional,Condominium,Stucco,Composition,Existing,No,1972,No Solar,Public,Walnut Creek,THE KEYS,$590 monthly," Clubhouse, Greenbelt, Fitness Center, Pool, Racquetball, Sauna, Tennis Court(s), Other, Car Wash Area, Game Court Interior, Putting Green(s), Recreation Facilities"," Common Area Maint, Trash, Other",THE KEYS HOA,925-947-0401,$460K - $460K," Cash,Conventional"," Dishwasher, Electric Range, Microwave, Free-Standing Range, Refrigerator",,," Carbon Monoxide Detector(s), Secured Access, Smoke Detector(s)",,,,,
18413676,Condominium,1971,Wall Furnace,Wall/Window Unit(s),1 Carport space,$427 monthly,$504,1,1,1," Counter - Stone, Dishwasher, Microwave, Range/Oven Free Standing, Refrigerator, Updated Kitchen"," Tile, Carpet",Wall Furnace,Wall/Window Unit(s),Community Facility," Stone Counters, Updated Kitchen, No Additional Rooms, Elevator",695,695 sqft,0,None,1," Carport, Space Per Unit - 1",,1,One Story,1,Community," No Yard, Unit Faces Common Area",No Lot,Standard,Condo,Contemporary,Condominium,Stucco,Unknown,Existing,No,1971,No Solar,,Walnut Creek,GREENWOOD,$427 monthly," Clubhouse, Greenbelt, Fitness Center, Pool, Sauna, Game Room"," Common Area Maint, Management Fee, Trash, Water/Sewer",GREENWOOD HOA,925-743-3080,$350K - $350K," Cash,Conventional"," Dishwasher, Microwave, Free-Standing Range, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Smoke Detector(s)"," Screens, Window Coverings",,,,
18553892,Condominium,1964,Forced Air,Central Air,Carport,$894 monthly,$393,2,1,1," Counter - Solid Surface, Dishwasher, Garbage Disposal, Refrigerator",Carpet,Forced Air,Central Air," Dryer, Washer, In Unit, Community Facility"," Counter - Solid Surface, No Additional Rooms"," 1,054"," 1,054 sqft",0,None,," Carport, Covered, Space Per Unit - 1, Guest",,," Other,One",,Community," Lighting, Unit Faces Common Area"," Other, Landscape Front, Security Gate, Street Light(s)",Standard,Condo," Other,Traditional",Condominium," Stucco, Wood Siding",Unknown,Existing,No,1964,No Solar," Public, Mutual Water",Walnut Creek,ROSSMOOR,$894 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Gated, Tennis Court(s), Other, Activities Available, BBQ Area, Cable TV, Dog Park, Electric Metered, Game Room, Gas Metered, Guest Parking, Picnic Area, Putting Green(s), Trail(s)"," Cable TV, Common Area Maint, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Maintenance Grounds, Street",1ST WALNUT CREEK MUT,925-988-7700,$414K - $414K," Cash,Other,Call Listing Agent"," Dryer, Washer, Dishwasher, Disposal, Refrigerator",Deck,Public Sewer," Carbon Monoxide Detector(s), Gated with Guard, Security Gate, Security Patrol",Screens,Other,Hills,,
18409993,Condominium,1972,Forced Air,Central Air,Garage,$531 monthly,$555,1,1,1," 220 Volt Outlet, Counter - Solid Surface, Counter - Stone, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Range/Oven Free Standing, Refrigerator, Self-Cleaning Oven, Updated Kitchen",Vinyl,Forced Air,Central Air," Community Facility, Coin Operated"," Counter - Solid Surface, Stone Counters, Updated Kitchen, Storage, Conversion",550,550 sqft,0,None,," Space Per Unit - 1, Guest, Below Building Parking, Parking Lot",,," One Story,One",1,Community,,Close to Clubhouse,Standard,Condo,Other,Condominium,Stucco,Other,Existing,No,1972," No Solar, 220 Volts in Kitchen",Public,Walnut Creek,THE KEYS,$531 monthly," Clubhouse, Greenbelt, Fitness Center, Pool, Sauna, Spa/Hot Tub, Tennis Court(s)"," Cable TV, Common Area Maint, Common Heating, Common Hot Water, Exterior Maintenance, Management Fee, Reserves, Trash, Water/Sewer",THE KEYS HOA,925-947-0401,$305K - $305K," Cash,Conventional,1031 Exchange"," Dishwasher, Electric Range, Disposal, Free-Standing Range, Refrigerator, Self Cleaning Oven",Deck,Public Sewer,,Window Coverings,Accessible Elevator Installed,Trees/Woods,,No Steps to Entry
18387530,Detached,1962,"Forced Air, Fireplace(s)","Ceiling Fan(s), Central Air",2 Attached Garage spaces,,$665,3,2,2," Counter - Solid Surface, Dishwasher, Electric Range/Cooktop, Microwave, Oven Built-in, Pantry, Refrigerator"," Hardwood, Tile"," Forced Air, Fireplace(s)"," Ceiling Fan(s), Central Air",Laundry Room," Counter - Solid Surface, Pantry, Family Room"," 1,652"," 1,652 sqft",1," Brick, Living Room, Wood Burning",2," Garage Door Opener, Attached, Int Access From Garage, RV/Boat Parking, Side Yard Access, Space Per Unit - 2",2,2,One Story,1," Gas Heat, In Ground"," Back Yard, Front Yard, Side Yard",Regular,Standard,SingleFamily,Mediterranean,Detached," Brick, Stucco",Tile,Existing,No,1962,No Solar,Public,Walnut Creek,IRON HORSE ESTS,,,,,,$1.1M - $1.1M," Cash,Conventional"," Gas Water Heater, Dishwasher, Electric Range, Microwave, Oven, Refrigerator",Patio,Public Sewer,,,,,,
18555187,Condominium,1965,Forced Air,Central Air,Carport,$894 monthly,$333,2,1,1," 220 Volt Outlet, Counter - Tile, Dishwasher, Eat In Kitchen, Electric Range/Cooktop, Garbage Disposal"," Carpet, Wood",Forced Air,Central Air," Dryer, Washer, In Unit"," Tile Counters, Eat-in Kitchen"," 1,142"," 1,142 sqft",0,None,,Carport,,," One Story,One",1,Community,No Yard,No Lot,Standard,Condo,Contemporary,Condominium,Stucco,Unknown,Existing,No,1965," Solar Unknown, 220 Volts in Kitchen",Public,Walnut Creek,ROSSMOOR,$894 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other"," Cable TV, Common Area Maint, Exterior Maintenance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Other",1ST WALNUT CREEK MUT,925-988-7700,$380K - $380K," Cash,Other"," Dryer, Washer, Gas Water Heater, Dishwasher, Electric Range, Disposal",,Public Sewer,,Window Coverings,Lower Light Switches,Partial,,
18378934,Single Family Residence,1965,Central,Central Air,2 Garage spaces,,$733,4,2,2,Granite Counters,Wood,Central,Central Air,In Garage,," 2,149"," 2,149 sqft",1,Family Room,2,Garage Faces Front,2,2,,1," Built-In, Solar Heat",," Court, Landscape Back, Landscape Front, Private",Standard,SingleFamily,,Single Family Residence,,Composition,,No,1965,,Public,Walnut Creek,Northgate,,,,,,,,,Back Porch,Public Sewer,,,,Other,,
18553597,Condominium,1964,Forced Air,Central Air,Carport,$894 monthly,$361,2,1,1," Breakfast Bar, Counter - Stone, Dishwasher, Electric Range/Cooktop, Garbage Disposal, Refrigerator, Skylight(s), Updated Kitchen"," Vinyl, Carpet",Forced Air,Central Air,Community Facility," Breakfast Bar, Stone Counters, Updated Kitchen, No Additional Rooms"," 1,054"," 1,054 sqft",0,None,,Carport,,," One Story,One",1,Community,No Yard,No Lot,Standard,Condo,Custom,Condominium,Stucco,Composition Shingles,Existing,No,1964,No Solar,Public,Walnut Creek,Coopmutua#1,$894 monthly," Clubhouse, Golf Course, Greenbelt, Fitness Center, Pool, Gated, Tennis Court(s), Other, Activities Available, BBQ Area, Cable TV, Close to Golf Course, Dog Park, Game Court Exterior, Game Court Interior, Game Room, Guest Parking, Laundry, Picnic Area, P"," Cable TV, Common Area Maint, Common Hot Water, Exterior Maintenance, Hazard Insurance, Management Fee, Reserves, Security/Gate Fee, Trash, Water/Sewer, Maintenance Grounds, Street",1ST WALNUT CREEK MUT,925-988-7700,$380K - $380K," Cash,Conventional"," Gas Water Heater, Dishwasher, Electric Range, Disposal, Refrigerator",,Public Sewer," Carbon Monoxide Detector(s), Security Gate, Security Patrol, Smoke Detector(s)"," Window Coverings, Skylight(s)",,,,
18414245,Detached,1952,"Forced Air, Fireplace(s), Pellet Stove","Ceiling Fan(s), Central Air",2 Garage spaces,,$806,4,4,3," Counter - Solid Surface, Dishwasher, Double Oven, Garbage Disposal, Gas Range/Cooktop, Microwave, Oven Built-in, Pantry, Refrigerator"," Hardwood, Tile, Vinyl, Carpet"," Forced Air, Fireplace(s), Pellet Stove"," Ceiling Fan(s), Central Air"," 220 Volt Outlet, Hookups Only, In Garage, Laundry Room, See Remarks, Washer/Dryer Stacked Incl"," Counter - Solid Surface, Pantry, Dining Area, Family Room, Storage, Workshop"," 2,350"," 2,350 sqft",2," Family Room, Living Room, Pellet Stove, Wood Burning",2,Detached,2,2,One Story,1," In Ground, Pool Sweep, Outdoor Pool"," Back Yard, Front Yard, Garden/Play, Side Yard, Sprinklers Automatic, Sprinklers Back, Sprinklers Front, Garden, Landscape Back, Landscape Front"," Landscape Back, Landscape Front",Standard,SingleFamily,Ranch,Detached,Wood Siding,Metal,Existing,No,1952,No Solar," Public, Well",Walnut Creek,LAKEWOOD,,,,,,$1.9M - $1.9M," Cash,Conventional,1031 Exchange,FHA,VA Loan"," Dryer, Washer, Gas Water Heater, Dishwasher, Double Oven, Disposal, Gas Range, Microwave, Oven, Refrigerator",Deck," Public Sewer, Sump Pump"," Carbon Monoxide Detector(s), Smoke Detector(s)",,,,,
18419131,Condominium,1991,Forced Air,Central Air,Covered,$345 monthly,$637,1,1,1," 220 Volt Outlet, Counter - Laminate, Dishwasher, Garbage Disposal, Microwave, Range/Oven Free Standing, Refrigerator",Carpet,Forced Air,Central Air," Dryer, Washer, In Unit, Stacked Only, Washer/Dryer Stacked Incl"," Laminate Counters, Den",746,746 sqft,0,None,,Covered,,," One Story,One",1,Community,No Yard,Level,Standard,Condo,None,Condominium,Stucco,Tile,Existing,No,1991," No Solar, 220 Volts in Kitchen",Other (Irrigation),Walnut Creek,THE VILLAS,$345 monthly," Clubhouse, Pool, Spa/Hot Tub"," Common Area Maint, Trash, Water/Sewer",VILLAS OF WALNUT CREEK,925-901-0225,$475K - $475K," Cash,Conventional,1031 Exchange,Other"," Dryer, Washer, Dishwasher, Disposal, Microwave, Free-Standing Range, Refrigerator",,," Carbon Monoxide Detector(s), Smoke Detector(s)",,,,,
